cliente_id,oferta_recomendada_id,ultimo_motivo_rechazo_movil,dias_desde_ultimo_rechazo_movil,n_reclamos,dias_mora_prom,motivo_rechazo_misma_oferta,dias_desde_rechazo_misma_oferta
CLI012142,OF003,ya_tiene_similar,61.0,2.0,5.5,,
CLI012147,OF002,,,0.0,17.333333333333332,,
CLI012154,OF003,precio,61.0,0.0,0.0,,
CLI012172,OF004,,,0.0,22.666666666666668,,
CLI012217,OF004,,,0.0,16.0,,
CLI012247,OF003,,,0.0,18.0,,
CLI012256,OF003,precio,92.0,0.0,30.5,precio,92.0
CLI012260,OF002,,,0.0,15.166666666666666,,
CLI012278,OF004,,,2.0,15.5,,
CLI012293,OF003,precio,31.0,0.0,3.8333333333333335,,
CLI012309,OF002,no_confia,61.0,0.0,0.0,,
CLI012325,OF002,,,0.0,24.0,,
CLI012378,OF004,mal_momento,61.0,0.0,0.0,,
CLI012405,OF004,no_confia,0.0,2.0,13.5,,
CLI012423,OF002,,,0.0,21.33333333333333,,
CLI012485,OF004,no_necesita,31.0,2.0,8.5,,
CLI012511,OF003,no_necesita,0.0,0.0,0.0,,
CLI012519,OF003,mal_momento,61.0,0.0,9.666666666666666,,
CLI012544,OF002,ya_tiene_similar,61.0,0.0,7.333333333333333,,
CLI012604,OF002,ya_tiene_similar,31.0,0.0,5.0,,
CLI012649,OF003,,,3.0,10.0,,
CLI012658,OF003,precio,31.0,0.0,0.0,,
CLI012660,OF003,,,1.0,16.333333333333332,,
CLI012677,OF004,,,3.0,8.666666666666666,,
CLI012712,OF003,no_necesita,61.0,0.0,5.833333333333333,,
CLI012739,OF004,,,1.0,28.0,,
CLI012744,OF002,,,0.0,16.166666666666668,,
CLI012817,OF002,,,3.0,8.5,,
CLI012857,OF003,no_confia,151.0,3.0,17.333333333333332,,
CLI012873,OF004,ya_tiene_similar,61.0,0.0,18.166666666666668,,
CLI012879,OF003,,,3.0,20.5,,
CLI012899,OF002,precio,31.0,0.0,0.8333333333333334,precio,31.0
CLI012943,OF004,,,1.0,22.0,,
CLI012999,OF004,no_confia,31.0,0.0,9.666666666666666,,
CLI013015,OF003,precio,31.0,0.0,18.166666666666668,,
CLI013031,OF003,,,0.0,16.166666666666668,,
CLI013099,OF002,,,0.0,15.833333333333334,,
CLI013111,OF004,,,0.0,16.5,,
CLI013181,OF004,no_confia,0.0,2.0,2.833333333333333,precio,31.0
CLI013196,OF002,,,0.0,19.33333333333333,,
CLI013212,OF004,,,0.0,16.333333333333332,,
CLI013216,OF002,ya_tiene_similar,61.0,0.0,0.0,,
CLI013270,OF002,,,0.0,17.333333333333332,,
CLI013341,OF003,,,2.0,18.0,,
CLI013363,OF002,,,0.0,15.5,,
CLI013395,OF002,no_confia,31.0,0.0,0.0,,
CLI013399,OF003,no_confia,31.0,0.0,2.0,,
CLI013448,OF002,,,0.0,18.666666666666668,,
CLI013470,OF002,,,0.0,16.666666666666668,,
CLI013487,OF002,,,0.0,16.833333333333332,,
CLI013488,OF002,precio,0.0,0.0,29.666666666666668,,
CLI013516,OF003,precio,31.0,2.0,37.16666666666666,,
CLI013533,OF004,,,3.0,33.0,,
CLI013576,OF003,,,3.0,13.166666666666666,,
CLI013591,OF002,,,0.0,20.5,,
CLI013594,OF004,no_necesita,31.0,0.0,5.333333333333333,,
CLI013612,OF004,no_confia,151.0,3.0,7.0,,
CLI013623,OF002,no_confia,120.0,0.0,17.166666666666668,,
CLI013663,OF002,precio,0.0,0.0,0.0,mal_momento,151.0
CLI013669,OF003,,,3.0,2.1666666666666665,,
CLI013678,OF003,,,3.0,3.1666666666666665,,
CLI013680,OF003,precio,0.0,0.0,0.0,,
CLI013701,OF002,,,1.0,17.833333333333332,,
CLI013726,OF002,,,0.0,20.666666666666668,,
CLI013747,OF002,mal_momento,31.0,0.0,23.33333333333333,mal_momento,31.0
CLI013753,OF004,,,3.0,7.166666666666667,,
CLI013760,OF003,precio,31.0,2.0,29.0,,
CLI013781,OF004,precio,61.0,0.0,11.166666666666666,precio,61.0
CLI013821,OF003,,,0.0,15.833333333333334,,
CLI013878,OF002,,,0.0,19.83333333333333,,
CLI013921,OF003,ya_tiene_similar,0.0,1.0,23.5,ya_tiene_similar,0.0
CLI013927,OF003,precio,151.0,0.0,16.833333333333332,precio,151.0
CLI013930,OF002,precio,120.0,0.0,24.666666666666668,,
CLI013940,OF003,,,0.0,19.0,,
CLI013963,OF002,,,3.0,29.33333333333333,,
CLI013969,OF004,mal_momento,61.0,3.0,3.0,,
CLI013982,OF004,precio,31.0,2.0,31.5,precio,31.0
CLI014014,OF002,no_necesita,31.0,0.0,0.0,,
CLI014025,OF004,,,0.0,18.0,,
CLI014026,OF004,,,0.0,28.666666666666668,,
CLI014033,OF003,,,0.0,18.166666666666668,,
CLI014139,OF002,,,0.0,23.33333333333333,,
CLI014140,OF002,,,0.0,19.5,,
CLI014173,OF003,,,0.0,15.166666666666666,,
CLI014179,OF003,ya_tiene_similar,120.0,3.0,3.5,ya_tiene_similar,120.0
CLI014240,OF003,,,3.0,10.0,,
CLI014261,OF003,mal_momento,31.0,0.0,18.0,,
CLI014302,OF002,no_necesita,0.0,0.0,0.0,no_necesita,0.0
CLI014320,OF004,,,2.0,18.666666666666668,,
CLI014353,OF002,,,1.0,15.833333333333334,,
CLI014394,OF003,otro,0.0,0.0,11.666666666666666,otro,0.0
CLI014434,OF004,no_necesita,61.0,0.0,0.0,,
CLI014483,OF003,precio,92.0,0.0,35.666666666666664,,
CLI014484,OF004,precio,0.0,0.0,0.0,,
CLI014489,OF003,,,0.0,23.166666666666668,,
CLI014497,OF002,precio,0.0,0.0,0.0,precio,0.0
CLI014512,OF002,,,3.0,31.5,,
CLI014550,OF004,precio,31.0,0.0,0.0,,
CLI014570,OF003,precio,31.0,0.0,0.0,,
CLI014573,OF002,,,3.0,4.333333333333333,,
CLI014595,OF002,precio,0.0,0.0,16.666666666666668,,
CLI014605,OF003,precio,0.0,2.0,17.666666666666668,,
CLI014614,OF002,precio,0.0,0.0,5.0,,
CLI014623,OF004,precio,0.0,3.0,6.666666666666667,,
CLI014644,OF003,,,0.0,21.666666666666668,,
CLI014663,OF004,mal_momento,61.0,1.0,18.166666666666668,,
CLI014681,OF003,,,1.0,20.33333333333333,,
CLI014683,OF002,precio,31.0,0.0,0.0,,
CLI014693,OF002,precio,61.0,3.0,27.0,,
CLI014736,OF003,otro,31.0,0.0,15.333333333333334,,
CLI014753,OF004,,,3.0,15.0,,
CLI014768,OF003,,,3.0,15.166666666666666,,
CLI014777,OF002,,,0.0,16.333333333333332,,
CLI014780,OF004,mal_momento,0.0,0.0,13.333333333333334,,
CLI014818,OF003,mal_momento,61.0,0.0,0.0,,
CLI014820,OF003,,,0.0,25.5,,
CLI014922,OF003,no_necesita,0.0,0.0,4.333333333333333,no_confia,120.0
CLI014984,OF003,ya_tiene_similar,31.0,0.0,5.5,,
CLI015000,OF004,precio,31.0,0.0,23.83333333333333,,
CLI015023,OF004,,,2.0,16.5,,
CLI015065,OF004,,,0.0,20.666666666666668,,
CLI015079,OF002,ya_tiene_similar,92.0,0.0,28.166666666666668,,
CLI015103,OF002,precio,61.0,0.0,2.0,,
CLI015113,OF003,,,1.0,30.33333333333333,,
CLI015136,OF003,mal_momento,31.0,0.0,7.333333333333333,,
CLI015153,OF004,,,3.0,3.5,,
CLI015179,OF003,no_necesita,31.0,1.0,2.333333333333333,no_necesita,31.0
CLI015184,OF002,otro,61.0,0.0,5.833333333333333,,
CLI015197,OF004,,,3.0,6.5,,
CLI015205,OF002,precio,61.0,2.0,32.333333333333336,,
CLI015219,OF002,,,0.0,16.333333333333332,,
CLI015223,OF004,no_necesita,61.0,0.0,13.833333333333334,,
CLI015233,OF002,mal_momento,0.0,0.0,3.1666666666666665,,
CLI015243,OF004,mal_momento,61.0,2.0,0.0,,
CLI015334,OF002,,,0.0,18.0,,
CLI015383,OF003,mal_momento,0.0,0.0,17.5,,
CLI015402,OF002,,,0.0,23.33333333333333,,
CLI015412,OF002,precio,61.0,0.0,1.3333333333333333,,
CLI015413,OF002,,,3.0,18.33333333333333,,
CLI015432,OF004,,,3.0,27.0,,
CLI015479,OF002,mal_momento,92.0,0.0,17.0,no_confia,120.0
CLI015485,OF003,no_necesita,61.0,2.0,0.0,,
CLI015489,OF003,precio,0.0,1.0,9.833333333333334,,
CLI015529,OF003,ya_tiene_similar,61.0,3.0,17.333333333333332,,
CLI015587,OF003,precio,31.0,0.0,0.0,,
CLI015589,OF004,otro,151.0,0.0,22.5,otro,151.0
CLI015740,OF002,precio,61.0,0.0,9.0,,
CLI015816,OF002,no_confia,31.0,2.0,0.0,no_confia,31.0
CLI015854,OF003,precio,0.0,0.0,7.5,,
CLI015859,OF004,mal_momento,31.0,0.0,0.0,mal_momento,31.0
CLI015886,OF004,ya_tiene_similar,61.0,0.0,0.0,,
CLI015892,OF002,,,1.0,15.666666666666666,,
CLI015927,OF002,ya_tiene_similar,0.0,0.0,2.0,,
CLI015978,OF003,precio,31.0,0.0,9.333333333333334,,
CLI015979,OF004,precio,0.0,0.0,0.0,precio,0.0
CLI016059,OF004,,,3.0,22.166666666666668,,
CLI016089,OF003,,,3.0,0.0,,
CLI016114,OF004,precio,31.0,0.0,8.5,,
CLI016139,OF004,,,3.0,9.0,,
CLI016146,OF002,precio,61.0,0.0,5.0,,
CLI016154,OF002,,,0.0,24.0,,
CLI016172,OF003,precio,151.0,3.0,8.666666666666666,precio,151.0
CLI016173,OF004,,,3.0,8.833333333333334,,
CLI016180,OF002,mal_momento,92.0,0.0,22.83333333333333,,
CLI016184,OF004,,,3.0,7.833333333333333,,
CLI016234,OF003,,,0.0,15.833333333333334,,
CLI016249,OF004,precio,151.0,3.0,2.5,precio,151.0
CLI016275,OF003,,,0.0,29.666666666666668,,
CLI016296,OF003,no_necesita,31.0,0.0,9.0,no_necesita,61.0
CLI016373,OF003,mal_momento,61.0,0.0,5.833333333333333,,
CLI016385,OF002,no_necesita,120.0,0.0,19.83333333333333,,
CLI016434,OF002,precio,31.0,0.0,8.166666666666666,,
CLI016441,OF004,,,3.0,11.0,,
CLI016479,OF002,no_necesita,0.0,0.0,9.333333333333334,,
CLI016516,OF003,no_necesita,31.0,0.0,0.0,no_necesita,31.0
CLI016528,OF002,ya_tiene_similar,31.0,0.0,15.666666666666666,,
CLI016573,OF004,no_confia,61.0,0.0,4.833333333333333,,
CLI016595,OF002,ya_tiene_similar,61.0,0.0,6.833333333333333,,
CLI016612,OF003,,,1.0,24.33333333333333,,
CLI016628,OF003,no_confia,0.0,3.0,13.0,,
CLI016652,OF003,ya_tiene_similar,31.0,0.0,18.0,,
CLI016679,OF004,precio,61.0,2.0,0.0,,
CLI016700,OF003,no_necesita,31.0,0.0,13.0,,
CLI016716,OF002,,,3.0,26.166666666666668,,
CLI016862,OF002,,,0.0,20.83333333333333,,
CLI016875,OF004,no_confia,61.0,0.0,0.0,,
CLI016921,OF003,precio,92.0,0.0,19.0,,
CLI016961,OF002,,,0.0,20.83333333333333,,
CLI016962,OF003,,,2.0,40.16666666666666,,
CLI017070,OF002,precio,0.0,0.0,0.0,,
CLI017092,OF004,,,3.0,0.0,,
CLI017114,OF003,precio,0.0,0.0,5.833333333333333,,
CLI017123,OF003,,,0.0,16.0,,
CLI017128,OF004,ya_tiene_similar,61.0,0.0,7.0,,
CLI017163,OF004,,,3.0,14.666666666666666,,
CLI017168,OF004,,,0.0,21.33333333333333,,
CLI017181,OF004,,,0.0,18.166666666666668,,
CLI017187,OF002,no_confia,61.0,0.0,0.0,,
CLI017191,OF002,no_necesita,0.0,0.0,3.1666666666666665,no_necesita,0.0
CLI017228,OF002,otro,61.0,2.0,10.166666666666666,otro,61.0
CLI017243,OF004,,,0.0,19.0,,
CLI017265,OF004,no_confia,0.0,0.0,9.166666666666666,no_confia,0.0
CLI017266,OF003,no_necesita,92.0,1.0,28.166666666666668,,
CLI017276,OF003,precio,0.0,0.0,0.0,,
CLI017313,OF004,no_necesita,0.0,0.0,3.6666666666666665,,
CLI017361,OF004,,,0.0,18.166666666666668,,
CLI017372,OF002,precio,92.0,0.0,15.166666666666666,,
CLI017375,OF002,mal_momento,61.0,0.0,0.0,,
CLI017385,OF002,no_necesita,61.0,0.0,21.33333333333333,,
CLI017402,OF004,precio,0.0,0.0,1.6666666666666667,,
CLI017406,OF003,,,0.0,16.833333333333332,,
CLI017425,OF004,precio,92.0,0.0,22.83333333333333,,
CLI017448,OF002,precio,120.0,0.0,17.333333333333332,,
CLI017477,OF002,,,0.0,15.5,,
CLI017504,OF004,precio,61.0,0.0,0.0,,
CLI017509,OF003,precio,31.0,1.0,10.666666666666666,,
CLI017519,OF002,precio,31.0,0.0,5.833333333333333,precio,31.0
CLI017520,OF002,,,0.0,17.833333333333332,,
CLI017523,OF003,,,1.0,25.83333333333333,,
CLI017535,OF003,,,3.0,0.0,,
CLI017554,OF003,,,3.0,6.166666666666667,,
CLI017607,OF003,,,3.0,4.0,,
CLI017658,OF003,,,0.0,16.5,,
CLI017676,OF003,,,0.0,16.666666666666668,,
CLI017723,OF003,precio,61.0,3.0,6.333333333333333,precio,61.0
CLI017747,OF004,,,2.0,19.83333333333333,,
CLI017761,OF003,,,3.0,7.5,,
CLI017766,OF003,no_necesita,31.0,2.0,0.0,,
CLI017768,OF002,,,0.0,16.666666666666668,,
CLI017776,OF002,otro,31.0,0.0,5.666666666666667,otro,31.0
CLI017860,OF004,,,0.0,21.666666666666668,,
CLI017879,OF003,no_confia,31.0,1.0,0.0,,
CLI017891,OF003,no_confia,61.0,2.0,0.0,,
CLI017952,OF004,,,0.0,26.666666666666668,,
CLI017956,OF002,no_necesita,61.0,0.0,0.0,,
CLI017969,OF003,precio,61.0,0.0,0.0,,
CLI018042,OF003,,,0.0,31.83333333333333,,
CLI018059,OF002,precio,0.0,0.0,10.0,precio,0.0
CLI018101,OF004,ya_tiene_similar,0.0,0.0,9.333333333333334,,
CLI018102,OF003,,,0.0,19.83333333333333,,
CLI018151,OF003,precio,31.0,0.0,8.166666666666666,precio,31.0
CLI018165,OF004,precio,0.0,0.0,0.0,,
CLI018167,OF003,,,0.0,18.166666666666668,,
CLI018172,OF003,precio,0.0,2.0,39.5,precio,0.0
CLI018181,OF002,ya_tiene_similar,31.0,0.0,9.833333333333334,,
CLI018200,OF004,otro,31.0,0.0,8.833333333333334,,
CLI018235,OF003,,,2.0,28.5,,
CLI018251,OF004,,,0.0,15.666666666666666,,
CLI018254,OF003,ya_tiene_similar,120.0,0.0,22.0,,
CLI018259,OF003,no_necesita,61.0,0.0,0.0,,
CLI018269,OF002,precio,120.0,0.0,22.166666666666668,,
CLI018286,OF004,precio,31.0,0.0,16.166666666666668,precio,31.0
CLI018340,OF003,,,0.0,16.166666666666668,,
CLI018347,OF003,ya_tiene_similar,31.0,0.0,1.8333333333333333,,
CLI018381,OF002,,,0.0,15.666666666666666,,
CLI018415,OF002,,,3.0,0.0,,
CLI018430,OF003,,,2.0,31.83333333333333,,
CLI018437,OF003,,,2.0,24.5,,
CLI018452,OF002,ya_tiene_similar,61.0,0.0,9.666666666666666,ya_tiene_similar,61.0
CLI018505,OF003,no_confia,61.0,0.0,14.333333333333334,,
CLI018524,OF002,precio,61.0,0.0,28.0,,
CLI018531,OF004,,,3.0,8.333333333333334,,
CLI018608,OF003,no_necesita,0.0,0.0,0.0,,
CLI018630,OF004,no_necesita,151.0,3.0,6.166666666666667,,
CLI018633,OF003,precio,0.0,0.0,0.0,,
CLI018715,OF003,,,0.0,16.333333333333332,,
CLI018741,OF002,no_confia,61.0,1.0,10.833333333333334,no_confia,61.0
CLI018747,OF003,no_necesita,61.0,0.0,23.5,no_necesita,61.0
CLI018752,OF002,,,0.0,18.33333333333333,,
CLI018780,OF002,,,0.0,26.5,,
CLI018789,OF004,,,0.0,21.33333333333333,,
CLI018797,OF002,,,0.0,15.333333333333334,,
CLI018799,OF004,ya_tiene_similar,92.0,1.0,21.5,ya_tiene_similar,92.0
CLI018883,OF003,,,3.0,16.166666666666668,,
CLI018897,OF003,precio,31.0,2.0,21.33333333333333,,
CLI018932,OF004,precio,151.0,3.0,11.5,,
CLI019019,OF002,,,0.0,22.33333333333333,,
CLI019027,OF003,ya_tiene_similar,120.0,0.0,15.666666666666666,,
CLI019050,OF003,,,0.0,18.166666666666668,,
CLI019112,OF002,,,0.0,18.666666666666668,,
CLI019129,OF002,,,3.0,18.33333333333333,,
CLI019162,OF002,no_confia,61.0,0.0,3.6666666666666665,,
CLI019213,OF003,precio,0.0,0.0,9.166666666666666,precio,0.0
CLI019282,OF002,mal_momento,31.0,0.0,15.0,,
CLI019284,OF004,ya_tiene_similar,120.0,0.0,17.0,,
CLI019288,OF004,,,3.0,9.0,,
CLI019313,OF002,,,3.0,23.166666666666668,,
CLI019326,OF003,ya_tiene_similar,31.0,0.0,2.5,ya_tiene_similar,31.0
CLI019335,OF002,precio,0.0,2.0,17.166666666666668,precio,0.0
CLI019340,OF003,,,0.0,20.0,,
CLI019378,OF002,precio,61.0,1.0,6.333333333333333,,
CLI019411,OF004,precio,0.0,0.0,4.5,,
CLI019441,OF002,no_necesita,61.0,0.0,17.166666666666668,no_necesita,61.0
CLI019469,OF002,precio,31.0,0.0,16.833333333333332,precio,31.0
CLI019488,OF003,,,0.0,15.666666666666666,,
CLI019584,OF003,no_necesita,31.0,0.0,20.33333333333333,,
CLI019605,OF003,,,0.0,19.0,,
CLI019610,OF004,precio,0.0,3.0,28.166666666666668,,
CLI019620,OF002,no_necesita,61.0,0.0,0.0,,
CLI019649,OF002,,,3.0,17.666666666666668,,
CLI019690,OF003,ya_tiene_similar,61.0,0.0,24.5,,
CLI019753,OF003,precio,61.0,0.0,11.333333333333334,precio,61.0
CLI019801,OF003,precio,151.0,3.0,10.833333333333334,,
CLI019804,OF003,,,1.0,15.333333333333334,,
CLI019810,OF003,precio,31.0,0.0,8.5,precio,31.0
CLI019850,OF002,,,0.0,35.5,,
CLI019876,OF004,precio,120.0,0.0,19.166666666666668,,
CLI019895,OF003,precio,0.0,0.0,0.0,,
CLI019902,OF003,,,2.0,27.83333333333333,,
CLI019907,OF004,otro,0.0,3.0,8.166666666666666,no_confia,61.0
CLI019919,OF003,precio,61.0,3.0,0.0,,
CLI019953,OF003,precio,31.0,0.0,11.333333333333334,,
CLI019988,OF002,,,0.0,20.0,,
CLI019996,OF004,,,3.0,17.666666666666668,,
CLI020006,OF003,,,3.0,17.333333333333332,,
CLI020016,OF004,,,0.0,16.333333333333332,,
CLI020017,OF002,,,0.0,17.166666666666668,,
CLI020023,OF002,mal_momento,31.0,0.0,12.833333333333334,,
CLI020122,OF004,no_confia,61.0,0.0,1.8333333333333333,,
CLI020152,OF004,no_necesita,0.0,1.0,3.1666666666666665,,
CLI020165,OF002,,,3.0,8.166666666666666,,
CLI020168,OF003,mal_momento,31.0,0.0,2.6666666666666665,,
CLI020170,OF003,precio,61.0,0.0,5.833333333333333,,
CLI020239,OF004,no_confia,0.0,0.0,0.0,,
CLI020322,OF002,mal_momento,0.0,0.0,11.0,,
CLI020353,OF002,mal_momento,0.0,0.0,4.166666666666667,,
CLI020358,OF003,precio,0.0,0.0,17.166666666666668,,
CLI020362,OF003,,,2.0,15.333333333333334,,
CLI020434,OF004,precio,31.0,3.0,8.333333333333334,,
CLI020445,OF003,precio,61.0,3.0,17.166666666666668,precio,61.0
CLI020495,OF002,precio,92.0,0.0,19.0,precio,92.0
CLI020533,OF002,,,0.0,17.166666666666668,,
CLI020545,OF003,precio,0.0,0.0,12.5,,
CLI020568,OF002,precio,0.0,0.0,11.666666666666666,precio,0.0
CLI020569,OF003,ya_tiene_similar,31.0,0.0,0.0,,
CLI020580,OF004,ya_tiene_similar,92.0,3.0,19.166666666666668,,
CLI020591,OF003,otro,31.0,0.0,15.0,otro,31.0
CLI020639,OF002,precio,31.0,0.0,25.33333333333333,ya_tiene_similar,92.0
CLI020649,OF004,,,3.0,21.0,,
CLI020654,OF003,ya_tiene_similar,0.0,0.0,10.333333333333334,ya_tiene_similar,0.0
CLI020684,OF003,precio,31.0,2.0,0.8333333333333334,,
CLI020766,OF002,,,0.0,21.83333333333333,,
CLI020793,OF003,no_necesita,0.0,0.0,14.666666666666666,,
CLI020849,OF003,no_confia,61.0,0.0,0.0,,
CLI020876,OF004,,,3.0,7.833333333333333,,
CLI020883,OF003,ya_tiene_similar,31.0,0.0,0.0,,
CLI020911,OF002,,,0.0,17.5,,
CLI020940,OF004,no_necesita,61.0,0.0,4.833333333333333,,
CLI020984,OF004,precio,31.0,0.0,0.0,,
CLI021011,OF002,precio,31.0,0.0,1.8333333333333333,precio,31.0
CLI021020,OF003,mal_momento,0.0,0.0,10.0,,
CLI021026,OF002,otro,61.0,0.0,16.333333333333332,otro,61.0
CLI021027,OF003,mal_momento,0.0,1.0,29.166666666666668,,
CLI021088,OF002,,,3.0,16.0,,
CLI021137,OF002,otro,0.0,1.0,0.0,,
CLI021167,OF003,no_confia,31.0,0.0,15.5,,
CLI021169,OF003,precio,61.0,0.0,8.0,,
CLI021175,OF002,no_necesita,61.0,0.0,7.666666666666667,,
CLI021195,OF004,,,3.0,5.666666666666667,,
CLI021220,OF002,precio,61.0,0.0,11.833333333333334,no_necesita,151.0
CLI021221,OF003,ya_tiene_similar,31.0,1.0,18.666666666666668,,
CLI021235,OF003,,,0.0,17.666666666666668,,
CLI021240,OF002,precio,61.0,0.0,0.0,,
CLI021256,OF003,,,0.0,15.0,,
CLI021260,OF003,,,0.0,17.333333333333332,,
CLI021269,OF003,,,3.0,23.666666666666668,,
CLI021308,OF002,,,0.0,23.5,,
CLI021386,OF002,,,0.0,29.166666666666668,,
CLI021388,OF002,precio,0.0,0.0,4.666666666666667,,
CLI021426,OF003,precio,61.0,0.0,7.666666666666667,,
CLI021438,OF004,,,3.0,3.6666666666666665,,
CLI021503,OF003,,,0.0,19.83333333333333,,
CLI021525,OF004,no_confia,31.0,0.0,0.0,,
CLI021562,OF002,precio,31.0,0.0,0.0,,
CLI021632,OF003,,,0.0,23.0,,
CLI021656,OF004,precio,120.0,3.0,6.333333333333333,,
CLI021669,OF004,,,3.0,7.666666666666667,,
CLI021687,OF003,otro,0.0,0.0,0.0,,
CLI021693,OF003,precio,0.0,2.0,14.166666666666666,,
CLI021713,OF004,,,0.0,18.5,,
CLI021719,OF003,,,1.0,27.166666666666668,,
CLI021740,OF003,precio,61.0,0.0,6.0,,
CLI021783,OF004,ya_tiene_similar,120.0,1.0,27.33333333333333,ya_tiene_similar,120.0
CLI021872,OF002,,,0.0,19.666666666666668,,
CLI021873,OF003,precio,0.0,0.0,17.833333333333332,,
CLI021956,OF003,,,3.0,11.666666666666666,,
CLI021959,OF004,no_necesita,61.0,1.0,11.666666666666666,,
CLI021966,OF004,mal_momento,92.0,0.0,16.666666666666668,,
CLI021996,OF004,,,3.0,0.0,,
CLI022019,OF003,,,0.0,22.83333333333333,,
CLI022038,OF004,ya_tiene_similar,61.0,1.0,21.666666666666668,,
CLI022055,OF002,mal_momento,0.0,0.0,0.0,mal_momento,0.0
CLI022149,OF002,precio,0.0,3.0,8.166666666666666,,
CLI022160,OF002,,,3.0,0.0,,
CLI022206,OF004,otro,0.0,0.0,2.0,otro,0.0
CLI022216,OF003,,,3.0,9.5,,
CLI022258,OF004,,,0.0,17.833333333333332,,
CLI022262,OF002,,,3.0,17.833333333333332,,
CLI022278,OF004,,,2.0,17.833333333333332,,
CLI022301,OF003,precio,0.0,0.0,10.0,precio,0.0
CLI022326,OF004,no_confia,61.0,1.0,18.83333333333333,precio,92.0
CLI022377,OF002,precio,31.0,0.0,0.0,precio,31.0
CLI022387,OF002,precio,61.0,0.0,4.833333333333333,,
CLI022413,OF003,,,3.0,11.0,,
CLI022425,OF003,no_necesita,61.0,0.0,6.666666666666667,,
CLI022462,OF002,,,0.0,20.33333333333333,,
CLI022483,OF003,ya_tiene_similar,92.0,3.0,5.5,,
CLI022518,OF002,no_necesita,0.0,0.0,12.333333333333334,,
CLI022569,OF003,,,0.0,16.0,,
CLI022601,OF002,no_necesita,31.0,0.0,9.5,,
CLI022628,OF003,mal_momento,92.0,2.0,17.833333333333332,,
CLI022632,OF004,,,0.0,24.666666666666668,,
CLI022697,OF002,,,3.0,12.5,,
CLI022712,OF003,,,2.0,16.333333333333332,,
CLI022719,OF003,precio,0.0,0.0,12.5,,
CLI022735,OF003,no_necesita,0.0,0.0,10.666666666666666,,
CLI022748,OF003,,,0.0,17.833333333333332,,
CLI022765,OF004,no_confia,31.0,2.0,0.0,no_confia,120.0
CLI022779,OF004,ya_tiene_similar,61.0,0.0,8.666666666666666,ya_tiene_similar,61.0
CLI022829,OF002,,,0.0,16.166666666666668,,
CLI022834,OF003,no_necesita,0.0,0.0,4.333333333333333,,
CLI022972,OF004,,,0.0,24.33333333333333,,
CLI022999,OF002,mal_momento,0.0,0.0,0.0,,
CLI023025,OF004,precio,0.0,0.0,6.666666666666667,,
CLI023157,OF002,,,3.0,24.666666666666668,,
CLI023186,OF003,no_necesita,61.0,0.0,0.0,,
CLI023232,OF002,precio,0.0,0.0,13.5,,
CLI023274,OF003,,,3.0,14.666666666666666,,
CLI023280,OF002,mal_momento,0.0,0.0,9.333333333333334,mal_momento,0.0
CLI023314,OF002,mal_momento,31.0,0.0,0.0,mal_momento,31.0
CLI023329,OF002,no_confia,0.0,0.0,7.333333333333333,no_confia,0.0
CLI023343,OF004,,,3.0,26.666666666666668,,
CLI023374,OF003,mal_momento,0.0,0.0,0.0,,
CLI023409,OF004,no_necesita,61.0,1.0,14.666666666666666,no_necesita,61.0
CLI023419,OF002,mal_momento,0.0,0.0,0.0,,
CLI023451,OF004,ya_tiene_similar,61.0,0.0,8.333333333333334,,
CLI023466,OF003,ya_tiene_similar,31.0,3.0,11.166666666666666,ya_tiene_similar,31.0
CLI023467,OF003,precio,61.0,0.0,3.5,,
CLI023485,OF002,precio,31.0,0.0,7.666666666666667,,
CLI023486,OF003,precio,31.0,0.0,3.1666666666666665,,
CLI023524,OF003,,,2.0,21.5,,
CLI023584,OF003,,,3.0,13.666666666666666,,
CLI023588,OF002,precio,61.0,0.0,0.0,,
CLI023606,OF003,ya_tiene_similar,120.0,0.0,18.666666666666668,,
CLI023618,OF002,mal_momento,0.0,0.0,0.0,,
CLI023619,OF004,mal_momento,151.0,2.0,15.666666666666666,mal_momento,151.0
CLI023637,OF003,mal_momento,61.0,0.0,0.0,,
CLI023641,OF003,,,3.0,11.833333333333334,,
CLI023656,OF002,precio,61.0,0.0,4.0,,
CLI023670,OF002,precio,61.0,2.0,5.5,,
CLI023686,OF003,precio,61.0,0.0,8.833333333333334,,
CLI023701,OF002,otro,61.0,0.0,8.666666666666666,otro,61.0
CLI023705,OF004,precio,120.0,0.0,22.33333333333333,,
CLI023799,OF003,mal_momento,0.0,0.0,0.0,,
CLI023908,OF002,no_confia,92.0,0.0,19.5,,
CLI023941,OF004,,,0.0,15.333333333333334,,
CLI023962,OF002,no_confia,0.0,3.0,22.666666666666668,,
CLI024015,OF002,no_confia,0.0,0.0,7.0,no_confia,0.0
CLI024066,OF002,no_necesita,31.0,0.0,3.8333333333333335,,
CLI024107,OF002,no_necesita,0.0,0.0,4.166666666666667,,
CLI024108,OF002,ya_tiene_similar,61.0,0.0,4.833333333333333,,
CLI024225,OF004,precio,61.0,0.0,7.333333333333333,,
CLI024243,OF003,no_necesita,61.0,0.0,0.0,,
CLI024276,OF002,,,2.0,28.83333333333333,,
CLI024317,OF004,,,3.0,4.833333333333333,,
CLI024367,OF003,no_necesita,151.0,1.0,21.666666666666668,,
CLI024371,OF003,,,3.0,14.333333333333334,,
CLI024378,OF003,precio,92.0,3.0,19.33333333333333,,
