cliente_id,ranking_oferta,oferta_id,nombre_oferta,precio_mensual,ahorro_pct,gb_incluidos,canal,score_propension_lr,score_ranking_nbo
CLI003143,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7687794661557683,0.748447837232723
CLI003143,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7737839997561176,0.748447837232723
CLI003143,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7655296012742759,0.748447837232723
CLI003148,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8216412387083312,0.8141315071865457
CLI003148,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8147149552862661,0.8098093651103736
CLI003148,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8174456601701262,0.8096779855144582
CLI003153,1,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.7943199251381003,0.802952066496346
CLI003153,2,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.7989162523929957,0.801881063244505
CLI003153,3,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.7913316013783966,0.801881063244505
CLI003158,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8163263419781394,0.8149899279321594
CLI003158,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8092415812375909,0.8149899279321594
CLI003158,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8120343412523149,0.8148613088127867
CLI003174,1,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8186266509608745,0.8044776357326164
CLI003174,2,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8228009709013568,0.8034128942247185
CLI003174,3,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8159096333720419,0.8034128942247185
CLI003180,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7483472095791368,0.7291851530391941
CLI003180,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7536522686726856,0.7291851530391941
CLI003180,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7449054556082432,0.7291851530391941
CLI003182,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.791976991419022,0.7912298087334296
CLI003182,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.7842012993481116,0.7912298087334296
CLI003182,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.787264284437956,0.7900979883029818
CLI003186,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8234538997985614,0.8198701084132852
CLI003186,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8165822944253861,0.8198701084132852
CLI003186,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8192915829497386,0.8197441316150835
CLI003189,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7480082547537404,0.6493474007371357
CLI003189,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7533181039103028,0.6493474007371357
CLI003189,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7445634473740179,0.6493474007371357
CLI003193,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8003805852193252,0.8139294739454227
CLI003193,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.7928368449804193,0.8139294739454227
CLI003193,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.795809174578228,0.8138002860313762
CLI003198,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8097341023130702,0.8151920207258117
CLI003198,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8024565953747509,0.8151920207258117
CLI003198,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8053247932660922,0.8146064052276363
CLI003204,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8013624438951485,0.7777392920964432
CLI003204,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7938462515656242,0.7777392920964432
CLI003204,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7968078101361784,0.7775918434290304
CLI003216,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.765664507157826,0.757165496163908
CLI003216,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7707163532534009,0.757165496163908
CLI003216,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7623843927915395,0.757165496163908
CLI003220,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7524574148852871,0.74688433099291
CLI003220,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7577038813190694,0.74688433099291
CLI003220,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.749053024145718,0.74688433099291
CLI003227,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.823340914767669,0.8086799065313752
CLI003227,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8164658919045732,0.8086799065313752
CLI003227,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8191765190843956,0.808547931183065
CLI003229,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.812840860888392,0.8176131177662375
CLI003229,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8056536639012687,0.8176131177662375
CLI003229,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8084865208810069,0.8170334522563394
CLI003233,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8072522651678948,0.8151904689333874
CLI003233,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7999032881740943,0.8151904689333874
CLI003233,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.802799448001048,0.8150619575938244
CLI003240,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7331580178987391,0.5694933283964522
CLI003240,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7386714615852653,0.5694933283964522
CLI003240,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7295835933523982,0.5694933283964522
CLI003241,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7975450251909483,0.7901696833010453
CLI003241,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8020872384869124,0.7890474573482502
CLI003241,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7945914416939823,0.7890474573482502
CLI003245,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7930027442758609,0.7933128856833659
CLI003245,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7976210070060072,0.7933128856833659
CLI003245,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7900003426662041,0.7933128856833659
CLI003266,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8067838950687573,0.819048094556387
CLI003266,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.7994214974510093,0.819048094556387
CLI003266,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8023229073246668,0.8189216698405289
CLI003273,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8167303592467985,0.8163001593766266
CLI003273,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8209387762138071,0.8152850164623567
CLI003273,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8139913893686287,0.8152850164623567
CLI003278,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8057465314876238,0.7840660860394219
CLI003278,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7983544852541709,0.7840660860394219
CLI003278,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.801267492722675,0.7839216684844478
CLI003284,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7604319905687391,0.7451616529136174
CLI003284,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7518466365442706,0.7451616529136174
CLI003284,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7552255131102317,0.7409920878979835
CLI003290,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7630735035068951,0.7104900621093021
CLI003290,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7681642938708265,0.7104900621093021
CLI003290,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7597685006949381,0.7104900621093021
CLI003295,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.7945310840218331,0.7884845232177005
CLI003295,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.7868251640670278,0.7884845232177005
CLI003295,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.7898608864559056,0.7878363036116239
CLI003299,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7893352281699374,0.8043044380658971
CLI003299,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7940140615066223,0.8043044380658971
CLI003299,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7862939665779705,0.8043044380658971
CLI003303,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8217490347407903,0.8069014915125259
CLI003303,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8148259939861512,0.8069014915125259
CLI003303,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8175554288635811,0.8067685825221573
CLI003305,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7766905158809281,0.7581477246286965
CLI003305,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7685104450245128,0.7581477246286965
CLI003305,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7717313137950069,0.7579913231430367
CLI003306,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7833931692439047,0.7794502850155373
CLI003306,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7881685578461053,0.7794502850155373
CLI003306,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7802900025353454,0.7794502850155373
CLI003307,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7989219670422765,0.7984411077363316
CLI003307,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7913374752799712,0.7984411077363316
CLI003307,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7943257367834606,0.7983038310970191
CLI003325,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.811819265388033,0.8063198105629081
CLI003325,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8046022682189594,0.8063198105629081
CLI003325,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8074467878618022,0.8061865973701363
CLI003331,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7869464010477553,0.8020581988464109
CLI003331,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7916642865087722,0.8020581988464109
CLI003331,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.783880095502377,0.8020581988464109
CLI003341,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8265579689511084,0.8150012310435161
CLI003341,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8197807395859062,0.8150012310435161
CLI003341,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8224530556940034,0.8116855780833929
CLI003342,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8036985063240462,0.8023610735711367
CLI003342,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7962482329517518,0.8023610735711367
CLI003342,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7991840141177344,0.8022258054130625
CLI003350,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8195112970544851,0.8201355016338605
CLI003350,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8125211737928669,0.8201355016338605
CLI003350,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8152768796549138,0.8181381338532232
CLI003354,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8119111119334519,0.8237117793541051
CLI003354,2,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8075402625733734,0.8235879111845694
CLI003354,3,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.804696789797963,0.810321931336855
CLI003358,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8351060120421,0.8286078009361251
CLI003358,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.828593530841732,0.8286078009361251
CLI003358,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8311620832993427,0.8284866566230985
CLI003360,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8198758707482865,0.8102942737376452
CLI003360,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8128966433715973,0.8102942737376452
CLI003360,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8156480824818488,0.8096967614165347
CLI003362,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.795238434569334,0.7951194474405532
CLI003362,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7998194087556774,0.7951194474405532
CLI003362,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7922599656764548,0.7951194474405532
CLI003371,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8099964600429164,0.7874038322438371
CLI003371,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8027265432709724,0.7666278643219012
CLI003371,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8055917712536022,0.7664752576212738
CLI003372,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7867857961855863,0.7888634514850761
CLI003372,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7915062958531862,0.7888335396466681
CLI003372,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7837178144599191,0.7888335396466681
CLI003377,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.812187326883442,0.8087467097664207
CLI003377,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8049810544599525,0.8087467097664207
CLI003377,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8078213769545208,0.808614769594042
CLI003385,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8305570857641835,0.8183068479669254
CLI003385,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8239028293892852,0.8183068479669254
CLI003385,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8265269567438845,0.8177288957600733
CLI003404,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7769933006413648,0.7348669062310617
CLI003404,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.781870496543161,0.7348669062310617
CLI003404,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7738249186409827,0.7348669062310617
CLI003405,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.7937980523934248,0.8109930390710339
CLI003405,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.7860720429188418,0.8109930390710339
CLI003405,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.7891156156853505,0.8108622861611321
CLI003412,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8299581175436906,0.8143023379422154
CLI003412,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.823285343619492,0.8143023379422154
CLI003412,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8259167282940044,0.8141733498020565
CLI003418,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8083019380023208,0.8317798782932232
CLI003418,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8009831156361318,0.8317798782932232
CLI003418,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8038674784641343,0.8312359442007343
CLI003430,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8026744924836243,0.8082301525476281
CLI003430,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7951952582775396,0.8082301525476281
CLI003430,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7981423651074808,0.7997972905476843
CLI003434,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.809954262193678,0.808274743248022
CLI003434,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8026831241611209,0.808274743248022
CLI003434,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8055488300074657,0.8076723798393921
CLI003436,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8188872267089288,0.8118920723863946
CLI003436,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8118784821060585,0.8118920723863946
CLI003436,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8146414796685421,0.8117617970600123
CLI003439,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8172446645946669,0.817394048573865
CLI003439,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8214438535140647,0.8163835908639736
CLI003439,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8145116353799811,0.8163835908639736
CLI003456,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7961512421969639,0.8140826482020443
CLI003456,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8007169123809885,0.8140826482020443
CLI003456,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7931825979003871,0.8140826482020443
CLI003462,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8090495113489448,0.8242247130195144
CLI003462,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8017522302908399,0.8242247130195144
CLI003462,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8046281651747068,0.819312580867225
CLI003471,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8067370540557673,0.7838880333782202
CLI003471,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7993733154333824,0.7838880333782202
CLI003471,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8022752498867912,0.783743529585445
CLI003474,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8220544627483093,0.8193804799693796
CLI003474,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8151406158739892,0.8193804799693796
CLI003474,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8178664498650239,0.8192542362323645
CLI003475,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7659856543037397,0.7682701139469359
CLI003475,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7710326474374039,0.7682701139469359
CLI003475,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7627086420475303,0.7682701139469359
CLI003488,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8239850951977336,0.8132726214842719
CLI003488,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8171295737046288,0.8132726214842719
CLI003488,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8198325618981258,0.8131430822176422
CLI003489,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8058614913781207,0.8024399246632411
CLI003489,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8102615084542247,0.8018227424139779
CLI003489,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8029992664860116,0.8018227424139779
CLI003490,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8037239055306673,0.8184486067838367
CLI003490,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.796274351784957,0.8184486067838367
CLI003490,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7992098515155013,0.8164366990617166
CLI003504,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7978498871633589,0.7872277256805887
CLI003504,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7902355748214788,0.7872277256805887
CLI003504,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7932354935049595,0.7781248406500226
CLI003508,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7882155418621105,0.8025070119935773
CLI003508,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7929127189649694,0.8025070119935773
CLI003508,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7851625154560506,0.8025070119935773
CLI003509,1,OF020,Movistar Total Basico,149.9,20,30,Digital,0.7451283775862584,0.7011802508012014
CLI003509,2,OF021,Movistar Total Plus,189.9,35,60,Digital,0.7504786673076136,0.7011802508012014
CLI003509,3,OF022,Movistar Total Max,229.9,50,9999,Digital,0.7416577983206696,0.7011802508012014
CLI003523,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7886182458077526,0.8049916817218385
CLI003523,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7933088334227345,0.8049916817218385
CLI003523,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7855694453730222,0.8049916817218385
CLI003544,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7884641723308392,0.7845448445592524
CLI003544,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7931572821269164,0.7845448445592524
CLI003544,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.785413754342564,0.7845448445592524
CLI003583,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7857833600280113,0.751425911009726
CLI003583,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7905201443324169,0.751425911009726
CLI003583,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7827049377491665,0.751425911009726
CLI003584,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8147059537232999,0.8047035213428763
CLI003584,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8075734237340351,0.8047035213428763
CLI003584,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8103848836247268,0.8045694659092885
CLI003585,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8113892134034154,0.8169377750196628
CLI003585,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8041597018680788,0.8169377750196628
CLI003585,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8070091188719374,0.8159129006778377
CLI003592,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7513340549490282,0.7567511472380722
CLI003592,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7565966285020177,0.7567511472380722
CLI003592,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7479193905857816,0.750391760171317
CLI003597,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8100112356937298,0.8035755451942647
CLI003597,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8027417465892445,0.8035755451942647
CLI003597,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8056068072306586,0.8034409046193743
CLI003604,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8163443495157167,0.8171171153183631
CLI003604,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8092601210748103,0.8171171153183631
CLI003604,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8120526727004491,0.816989642943598
CLI003612,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8005471320299734,0.8062587369360429
CLI003612,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8050384559380849,0.8062587369360429
CLI003612,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7976262324187136,0.8062587369360429
CLI003624,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7866719989000017,0.7940100617090099
CLI003624,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7913943500108525,0.7940100617090099
CLI003624,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7836028300864178,0.7940100617090099
CLI003626,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8145133038301253,0.816258679549696
CLI003626,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8073751114870029,0.816258679549696
CLI003626,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.810188787816246,0.8161307434715728
CLI003629,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8226717906220217,0.826965566949327
CLI003629,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8157765540567815,0.826965566949327
CLI003629,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8184950988469591,0.8268435044338843
CLI003637,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7812293038796627,0.7844424118003162
CLI003637,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7860393685066611,0.7844424118003162
CLI003637,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7781039178430057,0.7844424118003162
CLI003639,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7824343374223403,0.718529202253773
CLI003639,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7744035558284043,0.718529202253773
CLI003639,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7775661619755518,0.7171441444941251
CLI003642,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8365581359797105,0.8175213021824574
CLI003642,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8300913377403687,0.8175213021824574
CLI003642,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.832641978709128,0.817394048573865
CLI003643,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8219362251081591,0.8175099509334545
CLI003643,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8150188180107795,0.8175099509334545
CLI003643,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8177460464133927,0.8169300309531593
CLI003654,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8122124634218205,0.814232779783925
CLI003654,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8165013160022899,0.8132088265698832
CLI003654,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.8094217287992406,0.8132088265698832
CLI003659,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.8024926722216585,0.7921992581975915
CLI003659,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7950083064784069,0.7921992581975915
CLI003659,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.797957419988867,0.7920588375408519
CLI003665,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8118517831642902,0.8152984736023389
CLI003665,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.8046357329826999,0.8152984736023389
CLI003665,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8074798820253468,0.8151700203378143
CLI003669,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7878065757031739,0.7761885753940808
CLI003669,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7925104355755248,0.7761885753940808
CLI003669,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.784749263744816,0.7761885753940808
CLI003671,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7494577920782394,0.6758674794571596
CLI003671,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7547471118660124,0.6758674794571596
CLI003671,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7460260722609524,0.6758674794571596
CLI003683,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7377023964761988,0.7001427968218314
CLI003683,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7431548390151717,0.7001427968218314
CLI003683,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7341667733581158,0.6852011660722901
CLI003695,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.805628346489173,0.8048212013898179
CLI003695,2,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7982329290754896,0.8048212013898179
CLI003695,3,OF020,Movistar Total Basico,149.9,20,30,Call In,0.8011472551794505,0.7962762198558377
CLI003723,1,OF021,Movistar Total Plus,189.9,35,60,Call Out,0.8266199081789812,0.8143989703988544
CLI003723,2,OF022,Movistar Total Max,229.9,50,9999,Call Out,0.819844571564228,0.8143989703988544
CLI003723,3,OF020,Movistar Total Basico,149.9,20,30,Call Out,0.8225161460837395,0.8138114158654927
CLI003733,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7653046712342637,0.772308483181128
CLI003733,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7703619481355489,0.772308483181128
CLI003733,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7620210855679376,0.772308483181128
CLI003738,1,OF020,Movistar Total Basico,149.9,20,30,Call In,0.7643720772919252,0.7575734060871636
CLI003738,2,OF021,Movistar Total Plus,189.9,35,60,Call In,0.7694433958947242,0.7575734060871636
CLI003738,3,OF022,Movistar Total Max,229.9,50,9999,Call In,0.7610795172350169,0.7575734060871636
CLI003739,1,OF021,Movistar Total Plus,189.9,35,60,Call In,0.818423439747391,0.7985799741850124
